Per-Second Benchmark Data,,,,,,,,,,,,
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses, GET Hits,WAIT Requests,WAIT Average Latency,,
67,146,0.003071,155392,145,0.003793,1392312,0,1305,0,0,,
68,148,0.003617,157528,148,0.003109,1421062,0,1332,0,0,,
69,151,0.003151,160721,152,0.003433,1458439,1,1367,0,0,,
70,151,0.002912,160720,150,0.003709,1440280,0,1350,0,0,,
71,128,0.003692,136233,128,0.004117,1227987,1,1151,0,0,,
72,143,0.003112,152204,143,0.003861,1372005,1,1286,0,0,,
73,114,0.003277,121340,114,0.003663,1090432,4,1022,0,0,,
74,144,0.002871,153276,145,0.005441,1390154,2,1303,0,0,,
75,146,0.003106,155401,145,0.003749,1392288,0,1305,0,0,,
76,137,0.003414,145824,137,0.003864,1313406,2,1231,0,0,,
77,153,0.003055,162858,154,0.003432,1477657,1,1385,0,0,,
78,149,0.00312,158596,149,0.003566,1428612,2,1339,0,0,,
79,137,0.003577,145823,136,0.003703,1304843,1,1223,0,0,,
80,11069,0,0,11069,0.006143,9602,0,9,0,0,,
,141.084507042254,,,141.084507042254,,,,,,,,
Full-Test GET Latency,137.901408450704,,,137.901408450704,,,,,,,,
Latency (<= msec),Percent,,,139.492957746479,,,,,,,,
1,0.01,,,,,,,,,,,
1.1,0.17,139.492957746479,,,,,,,,,,
1.2,1.16,,,,,,,,,,,
1.3,3.75,,,,,,,,,,,
1.4,8.2,,,,,,,,,,,
1.5,13.57,,,,set,get,,,,,,
1.6,19.61,,,k9,10817,10817,k6,10437,10437,k3,12015,12014
1.7,25.49,,,,10817,10817,,10017,10016,,12535,12531
1.8,31.26,,,,21634,21634,,20454,20453,,24550,24545
1.9,36,,,,23028,23027,,23352,23352,,27167,27166
2,40.43,,,,22181,22181,,24559,24558,,25814,25814
2.1,44.2,,,,22281,22280.6666666667,,22788.3333333333,22787.6666666667,,25843.6666666667,25841.6666666667
2.2,47.25,,,k1,14708,14708,,,,,,
2.3,49.97,,,,14263,14263,,,,,,
2.4,52.06,,,,28971,28971,,,,,,
2.5,53.91,,,,30719,30718,,,,,,
2.6,55.62,,,,27792,27792,,,,,,
2.7,56.96,,,,29160.6666666667,29160.3333333333,,,,,,
2.8,58.34,,,,,,,,,,,
2.9,59.41,,,,22281,22280.6666666667,,22788.3333333333,22787.6666666667,,25843.6666666667,25841.6666666667
3,60.54,,,,,,,,,,,
3.1,61.42,,,,29160.6666666667,29160.3333333333,,,,,,
3.2,62.25,,,,,,,,,,,
3.3,63.04,,,,,,,,,,,
3.4,63.82,,,,,,,,,,,
3.5,64.59,,,,,,,,,,,
3.6,65.27,,,,,,,,,,,
3.7,65.68,,,,,,,,,,,
3.8,66.21,,,,,,,,,,,
3.9,66.76,,,,,,,,,,,
4,67.29,,,,,,,,,,,
4.1,67.67,,,,,,,,,,,
4.2,68.24,,,,,,,,,,,
4.3,68.71,,,,,,,,,,,
4.4,69.24,,,,,,,,,,,
4.5,69.8,,,,,,,,,,,
4.6,70.39,,,,,,,,,,,
4.7,71,,,,,,,,,,,
4.8,71.78,,,,,,,,,,,
4.9,72.41,,,,,,,,,,,
5,72.93,,,,,,,,,,,
5.1,73.6,,,,,,,,,,,
5.2,74.32,,,,,,,,,,,
5.3,74.98,,,,,,,,,,,
5.4,75.69,,,,,,,,,,,
5.5,76.46,,,,,,,,,,,
5.6,77.49,,,,,,,,,,,
5.7,78.15,,,,,,,,,,,
5.8,78.93,,,,,,,,,,,
5.9,79.67,,,,,,,,,,,
6,80.57,,,,,,,,,,,
6.1,81.43,,,,,,,,,,,
6.2,82.23,,,,,,,,,,,
6.3,83.21,,,,,,,,,,,
6.4,84.1,,,,,,,,,,,
6.5,84.99,,,,,,,,,,,
6.6,85.81,,,,,,,,,,,
6.7,86.59,,,,,,,,,,,
6.8,87.32,,,,,,,,,,,
6.9,88.12,,,,,,,,,,,
7,88.87,,,,,,,,,,,
7.1,89.63,,,,,,,,,,,
7.2,90.37,,,,,,,,,,,
7.3,90.99,,,,,,,,,,,
7.4,91.5,,,,,,,,,,,
7.5,92.04,,,,,,,,,,,
7.6,92.78,,,,,,,,,,,
7.7,93.28,,,,,,,,,,,
7.8,93.73,,,,,,,,,,,
7.9,94.27,,,,,,,,,,,
8,94.71,,,,,,,,,,,
8.1,95.01,,,,,,,,,,,
8.2,95.42,,,,,,,,,,,
8.3,95.64,,,,,,,,,,,
8.4,95.84,,,,,,,,,,,
8.5,96.11,,,,,,,,,,,
8.6,96.31,,,,,,,,,,,
8.7,96.49,,,,,,,,,,,
8.8,96.74,,,,,,,,,,,
8.9,96.93,,,,,,,,,,,
9,97.06,,,,,,,,,,,
9.1,97.24,,,,,,,,,,,
9.2,97.31,,,,,,,,,,,
9.3,97.4,,,,,,,,,,,
9.4,97.52,,,,,,,,,,,
9.5,97.59,,,,,,,,,,,
9.6,97.67,,,,,,,,,,,
9.7,97.76,,,,,,,,,,,
9.8,97.85,,,,,,,,,,,
9.9,97.88,,,,,,,,,,,
10,98.22,,,,,,,,,,,
11,98.52,,,,,,,,,,,
12,98.76,,,,,,,,,,,
13,98.88,,,,,,,,,,,
14,98.98,,,,,,,,,,,
15,99.1,,,,,,,,,,,
16,99.2,,,,,,,,,,,
17,99.3,,,,,,,,,,,
18,99.37,,,,,,,,,,,
19,99.4,,,,,,,,,,,
20,99.41,,,,,,,,,,,
21,99.44,,,,,,,,,,,
22,99.46,,,,,,,,,,,
23,99.49,,,,,,,,,,,
24,99.54,,,,,,,,,,,
25,99.61,,,,,,,,,,,
26,99.67,,,,,,,,,,,
27,99.7,,,,,,,,,,,
28,99.73,,,,,,,,,,,
29,99.75,,,,,,,,,,,
31,99.76,,,,,,,,,,,
34,99.78,,,,,,,,,,,
35,99.79,,,,,,,,,,,
37,99.8,,,,,,,,,,,
38,99.83,,,,,,,,,,,
39,99.84,,,,,,,,,,,
40,99.85,,,,,,,,,,,
49,99.86,,,,,,,,,,,
55,99.87,,,,,,,,,,,
56,99.89,,,,,,,,,,,
57,99.9,,,,,,,,,,,
63,99.91,,,,,,,,,,,
86,99.92,,,,,,,,,,,
88,99.93,,,,,,,,,,,
99,99.94,,,,,,,,,,,
120,99.95,,,,,,,,,,,
140,99.95,,,,,,,,,,,
150,99.96,,,,,,,,,,,
200,99.97,,,,,,,,,,,
210,99.98,,,,,,,,,,,
240,99.99,,,,,,,,,,,
280,100,,,,,,,,,,,
,,,,,,,,,,,,
Full-Test SET Latency,,,,,,,,,,,,
Latency (<= msec),Percent,,,,,,,,,,,
0.81,0.01,,,,,,,,,,,
0.83,0.03,,,,,,,,,,,
0.84,0.04,,,,,,,,,,,
0.85,0.05,,,,,,,,,,,
0.87,0.06,,,,,,,,,,,
0.88,0.1,,,,,,,,,,,
0.89,0.13,,,,,,,,,,,
0.9,0.15,,,,,,,,,,,
0.91,0.23,,,,,,,,,,,
0.92,0.27,,,,,,,,,,,
0.93,0.35,,,,,,,,,,,
0.94,0.42,,,,,,,,,,,
0.95,0.45,,,,,,,,,,,
0.96,0.58,,,,,,,,,,,
0.97,0.69,,,,,,,,,,,
0.98,0.78,,,,,,,,,,,
0.99,0.86,,,,,,,,,,,
1,1.87,,,,,,,,,,,
1.1,5.2,,,,,,,,,,,
1.2,10.2,,,,,,,,,,,
1.3,16.78,,,,,,,,,,,
1.4,23.88,,,,,,,,,,,
1.5,30.37,,,,,,,,,,,
1.6,36.39,,,,,,,,,,,
1.7,41.49,,,,,,,,,,,
1.8,45.89,,,,,,,,,,,
1.9,49.24,,,,,,,,,,,
2,51.93,,,,,,,,,,,
2.1,54.26,,,,,,,,,,,
2.2,56.06,,,,,,,,,,,
2.3,57.77,,,,,,,,,,,
2.4,59.1,,,,,,,,,,,
2.5,60.2,,,,,,,,,,,
2.6,61.37,,,,,,,,,,,
2.7,62.31,,,,,,,,,,,
2.8,63.27,,,,,,,,,,,
2.9,64.15,,,,,,,,,,,
3,64.99,,,,,,,,,,,
3.1,65.59,,,,,,,,,,,
3.2,66.22,,,,,,,,,,,
3.3,66.83,,,,,,,,,,,
3.4,67.4,,,,,,,,,,,
3.5,67.87,,,,,,,,,,,
3.6,68.55,,,,,,,,,,,
3.7,68.98,,,,,,,,,,,
3.8,69.54,,,,,,,,,,,
3.9,70.19,,,,,,,,,,,
4,70.77,,,,,,,,,,,
4.1,71.28,,,,,,,,,,,
4.2,71.77,,,,,,,,,,,
4.3,72.26,,,,,,,,,,,
4.4,72.83,,,,,,,,,,,
4.5,73.49,,,,,,,,,,,
4.6,74.17,,,,,,,,,,,
4.7,74.79,,,,,,,,,,,
4.8,75.45,,,,,,,,,,,
4.9,76.16,,,,,,,,,,,
5,77.01,,,,,,,,,,,
5.1,77.62,,,,,,,,,,,
5.2,78.32,,,,,,,,,,,
5.3,79.05,,,,,,,,,,,
5.4,79.81,,,,,,,,,,,
5.5,80.56,,,,,,,,,,,
5.6,81.34,,,,,,,,,,,
5.7,82.01,,,,,,,,,,,
5.8,82.72,,,,,,,,,,,
5.9,83.6,,,,,,,,,,,
6,84.52,,,,,,,,,,,
6.1,85.33,,,,,,,,,,,
6.2,86.16,,,,,,,,,,,
6.3,86.96,,,,,,,,,,,
6.4,87.73,,,,,,,,,,,
6.5,88.52,,,,,,,,,,,
6.6,89.28,,,,,,,,,,,
6.7,90.05,,,,,,,,,,,
6.8,90.81,,,,,,,,,,,
6.9,91.34,,,,,,,,,,,
7,91.97,,,,,,,,,,,
7.1,92.55,,,,,,,,,,,
7.2,93.12,,,,,,,,,,,
7.3,93.71,,,,,,,,,,,
7.4,94.14,,,,,,,,,,,
7.5,94.57,,,,,,,,,,,
7.6,94.84,,,,,,,,,,,
7.7,95.24,,,,,,,,,,,
7.8,95.5,,,,,,,,,,,
7.9,95.77,,,,,,,,,,,
8,96.06,,,,,,,,,,,
8.1,96.28,,,,,,,,,,,
8.2,96.47,,,,,,,,,,,
8.3,96.71,,,,,,,,,,,
8.4,96.93,,,,,,,,,,,
8.5,97.11,,,,,,,,,,,
8.6,97.24,,,,,,,,,,,
8.7,97.36,,,,,,,,,,,
8.8,97.44,,,,,,,,,,,
8.9,97.52,,,,,,,,,,,
9,97.62,,,,,,,,,,,
9.1,97.71,,,,,,,,,,,
9.2,97.79,,,,,,,,,,,
9.3,97.9,,,,,,,,,,,
9.4,97.98,,,,,,,,,,,
9.5,98.04,,,,,,,,,,,
9.6,98.1,,,,,,,,,,,
9.7,98.18,,,,,,,,,,,
9.8,98.22,,,,,,,,,,,
9.9,98.27,,,,,,,,,,,
10,98.51,,,,,,,,,,,
11,98.83,,,,,,,,,,,
12,99.02,,,,,,,,,,,
13,99.1,,,,,,,,,,,
14,99.22,,,,,,,,,,,
15,99.25,,,,,,,,,,,
16,99.34,,,,,,,,,,,
17,99.4,,,,,,,,,,,
18,99.47,,,,,,,,,,,
19,99.49,,,,,,,,,,,
20,99.51,,,,,,,,,,,
21,99.54,,,,,,,,,,,
22,99.56,,,,,,,,,,,
23,99.57,,,,,,,,,,,
24,99.58,,,,,,,,,,,
25,99.64,,,,,,,,,,,
26,99.67,,,,,,,,,,,
27,99.68,,,,,,,,,,,
28,99.69,,,,,,,,,,,
29,99.72,,,,,,,,,,,
30,99.73,,,,,,,,,,,
31,99.74,,,,,,,,,,,
34,99.75,,,,,,,,,,,
36,99.76,,,,,,,,,,,
38,99.77,,,,,,,,,,,
39,99.78,,,,,,,,,,,
40,99.81,,,,,,,,,,,
41,99.84,,,,,,,,,,,
44,99.85,,,,,,,,,,,
47,99.86,,,,,,,,,,,
49,99.86,,,,,,,,,,,
51,99.87,,,,,,,,,,,
52,99.88,,,,,,,,,,,
55,99.89,,,,,,,,,,,
59,99.9,,,,,,,,,,,
61,99.91,,,,,,,,,,,
63,99.92,,,,,,,,,,,
64,99.93,,,,,,,,,,,
69,99.95,,,,,,,,,,,
75,99.95,,,,,,,,,,,
80,99.96,,,,,,,,,,,
84,99.97,,,,,,,,,,,
100,99.98,,,,,,,,,,,
140,99.99,,,,,,,,,,,
230,100,,,,,,,,,,,
,,,,,,,,,,,,
Full-Test WAIT Latency,,,,,,,,,,,,
Latency (<= msec),Percent,,,,,,,,,,,
