Per-Second Benchmark Data,,,,,,,,,,,,
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses, GET Hits,WAIT Requests,WAIT Average Latency,,
55,140,0.003351,149023,140,0.003571,1344326,0,1260,0,0,,
56,144,0.003384,153273,143,0.0037,1373088,0,1287,0,0,,
57,105,0.004704,111766,106,0.004799,1017828,0,954,0,0,,
58,158,0.002993,168178,158,0.003312,1516095,1,1421,0,0,,
59,158,0.002967,168163,157,0.003348,1506443,1,1412,0,0,,
60,142,0.00374,151135,142,0.003289,1362449,1,1277,0,0,,
61,139,0.003499,147954,140,0.003658,1344306,0,1260,0,0,,
62,151,0.003196,160724,150,0.00343,1440316,0,1350,0,0,,
63,124,0.003836,131979,124,0.00418,1190662,0,1116,0,0,,
64,149,0.003077,158597,149,0.003637,1429683,1,1340,0,0,,
65,132,0.003913,140503,133,0.003602,1277086,0,1197,0,0,,
66,100,0.00313,106435,100,0.006542,960194,0,900,0,0,,
67,148,0.003319,157533,147,0.003665,1411476,0,1323,0,0,,
68,144,0.00334,153258,144,0.003585,1381659,1,1295,0,0,,
69,152,0.003088,161782,152,0.003469,1459480,0,1368,0,0,,
70,154,0.003591,163915,155,0.00287,1488282,0,1395,0,0,,
71,153,0.003359,162849,152,0.003161,1459474,0,1368,0,0,,
72,127,0.003942,135170,128,0.003845,1229070,0,1152,0,0,,
73,169,0.002771,179884,168,0.003139,1612039,1,1511,0,0,,
74,161,0.003003,171358,162,0.003213,1551330,4,1454,0,0,,
75,146,0.003098,155408,145,0.003756,1390168,2,1303,0,0,,
76,150,0.003087,159656,151,0.003531,1449880,0,1359,0,0,,
77,147,0.003263,156466,146,0.003545,1398787,3,1311,0,0,,
78,149,0.003261,158602,149,0.003414,1430702,0,1341,0,0,,
79,159,0.003039,169238,159,0.003242,1523561,3,1428,0,0,,
80,0,0,0,1,0.001431,9604,0,9,0,0,,
,139.619718309859,,,139.605633802817,,,,,,,,
Full-Test GET Latency,,,,,,,,,,,,
Latency (<= msec),Percent,,,,,,,,,,,
1.1,0.12,,,,,,,,,,,
1.2,0.65,,,10972,10972,,,,,,,
1.3,2.16,,,,,,,,,,,
1.4,5.65,,,,,,,,,,,
1.5,10.37,,,,,,,,,,,
1.6,16.37,,,,,,,,,,,
1.7,22.45,,,,,,,,,,,
1.8,28.5,,,,,,,,,,,
1.9,33.9,,,,,,,,,,,
2,38.53,,,,,,,,,,,
2.1,42.74,,,,,,,,,,,
2.2,46.66,,,,,,,,,,,
2.3,49.49,,,,,,,,,,,
2.4,51.94,,,,,,,,,,,
2.5,53.98,,,,,,,,,,,
2.6,55.81,,,,,,,,,,,
2.7,57.3,,,,,,,,,,,
2.8,58.68,,,,,,,,,,,
2.9,59.96,,,,,,,,,,,
3,61.06,,,,,,,,,,,
3.1,62.42,,,,,,,,,,,
3.2,63.35,,,,,,,,,,,
3.3,64.4,,,,,,,,,,,
3.4,65.24,,,,,,,,,,,
3.5,66.05,,,,,,,,,,,
3.6,66.63,,,,,,,,,,,
3.7,67.34,,,,,,,,,,,
3.8,67.95,,,,,,,,,,,
3.9,68.56,,,,,,,,,,,
4,69.12,,,,,,,,,,,
4.1,69.73,,,,,,,,,,,
4.2,70.46,,,,,,,,,,,
4.3,71.09,,,,,,,,,,,
4.4,71.72,,,,,,,,,,,
4.5,72.31,,,,,,,,,,,
4.6,72.92,,,,,,,,,,,
4.7,73.45,,,,,,,,,,,
4.8,74.18,,,,,,,,,,,
4.9,74.87,,,,,,,,,,,
5,75.61,,,,,,,,,,,
5.1,76.28,,,,,,,,,,,
5.2,76.96,,,,,,,,,,,
5.3,77.69,,,,,,,,,,,
5.4,78.34,,,,11209,11209,,12138,12137,,13094,13094
5.5,78.96,,,,10972,10972,,12421,12421,,12720,12720
5.6,79.58,,,,22181,22181,,24559,24558,,25814,25814
5.7,80.38,,,,,,,,,,,
5.8,81.12,,,,,,,,,,,
5.9,82,,,,14268,14268,,,,,,
6,82.77,,,,13524,13524,,,,,,
6.1,83.63,,,,27792,27792,,,,,,
6.2,84.46,,,,,,,,,,,
6.3,85.23,,,,,,,,,,,
6.4,85.99,,,,,,,,,,,
6.5,86.65,,,,,,,,,,,
6.6,87.38,,,,,,,,,,,
6.7,88.12,,,,,,,,,,,
6.8,88.78,,,,,,,,,,,
6.9,89.44,,,,,,,,,,,
7,90.02,,,,,,,,,,,
7.1,90.64,,,,,,,,,,,
7.2,91.29,,,,,,,,,,,
7.3,91.84,,,,,,,,,,,
7.4,92.34,,,,,,,,,,,
7.5,92.83,,,,,,,,,,,
7.6,93.26,,,,,,,,,,,
7.7,93.61,,,,,,,,,,,
7.8,94.14,,,,,,,,,,,
7.9,94.59,,,,,,,,,,,
8,94.82,,,,,,,,,,,
8.1,95.06,,,,,,,,,,,
8.2,95.33,,,,,,,,,,,
8.3,95.6,,,,,,,,,,,
8.4,95.9,,,,,,,,,,,
8.5,96.22,,,,,,,,,,,
8.6,96.45,,,,,,,,,,,
8.7,96.68,,,,,,,,,,,
8.8,96.83,,,,,,,,,,,
8.9,96.99,,,,,,,,,,,
9,97.16,,,,,,,,,,,
9.1,97.21,,,,,,,,,,,
9.2,97.3,,,,,,,,,,,
9.3,97.43,,,,,,,,,,,
9.4,97.57,,,,,,,,,,,
9.5,97.64,,,,,,,,,,,
9.6,97.76,,,,,,,,,,,
9.7,97.82,,,,,,,,,,,
9.8,97.91,,,,,,,,,,,
9.9,98,,,,,,,,,,,
10,98.28,,,,,,,,,,,
11,98.59,,,,,,,,,,,
12,98.78,,,,,,,,,,,
13,98.92,,,,,,,,,,,
14,98.98,,,,,,,,,,,
15,99.07,,,,,,,,,,,
16,99.18,,,,,,,,,,,
17,99.25,,,,,,,,,,,
18,99.31,,,,,,,,,,,
19,99.37,,,,,,,,,,,
20,99.43,,,,,,,,,,,
21,99.48,,,,,,,,,,,
23,99.51,,,,,,,,,,,
24,99.53,,,,,,,,,,,
25,99.56,,,,,,,,,,,
26,99.59,,,,,,,,,,,
27,99.63,,,,,,,,,,,
28,99.64,,,,,,,,,,,
29,99.66,,,,,,,,,,,
30,99.69,,,,,,,,,,,
31,99.71,,,,,,,,,,,
32,99.73,,,,,,,,,,,
33,99.74,,,,,,,,,,,
35,99.74,,,,,,,,,,,
38,99.77,,,,,,,,,,,
39,99.78,,,,,,,,,,,
41,99.79,,,,,,,,,,,
42,99.8,,,,,,,,,,,
43,99.81,,,,,,,,,,,
45,99.82,,,,,,,,,,,
54,99.83,,,,,,,,,,,
57,99.84,,,,,,,,,,,
58,99.85,,,,,,,,,,,
59,99.85,,,,,,,,,,,
64,99.87,,,,,,,,,,,
66,99.88,,,,,,,,,,,
67,99.89,,,,,,,,,,,
68,99.9,,,,,,,,,,,
74,99.91,,,,,,,,,,,
77,99.92,,,,,,,,,,,
83,99.93,,,,,,,,,,,
120,99.95,,,,,,,,,,,
130,99.95,,,,,,,,,,,
140,99.96,,,,,,,,,,,
300,99.97,,,,,,,,,,,
320,99.98,,,,,,,,,,,
400,99.99,,,,,,,,,,,
510,100,,,,,,,,,,,
,,,,,,,,,,,,
Full-Test SET Latency,,,,,,,,,,,,
Latency (<= msec),Percent,,,,,,,,,,,
0.8,0.01,,,,,,,,,,,
0.89,0.02,,,,,,,,,,,
0.9,0.04,,,,,,,,,,,
0.91,0.08,,,,,,,,,,,
0.92,0.09,,,,,,,,,,,
0.93,0.15,,,,,,,,,,,
0.94,0.17,,,,,,,,,,,
0.95,0.24,,,,,,,,,,,
0.96,0.32,,,,,,,,,,,
0.97,0.34,,,,,,,,,,,
0.98,0.39,,,,,,,,,,,
0.99,0.43,,,,,,,,,,,
1,1.12,,,,,,,,,,,
1.1,3.58,,,,,,,,,,,
1.2,8.18,,,,,,,,,,,
1.3,14.01,,,,,,,,,,,
1.4,21.12,,,,,,,,,,,
1.5,27.74,,,,,,,,,,,
1.6,33.95,,,,,,,,,,,
1.7,39.26,,,,,,,,,,,
1.8,43.63,,,,,,,,,,,
1.9,47.55,,,,,,,,,,,
2,50.89,,,,,,,,,,,
2.1,53.54,,,,,,,,,,,
2.2,55.7,,,,,,,,,,,
2.3,57.47,,,,,,,,,,,
2.4,59.07,,,,,,,,,,,
2.5,60.51,,,,,,,,,,,
2.6,61.92,,,,,,,,,,,
2.7,63.01,,,,,,,,,,,
2.8,63.95,,,,,,,,,,,
2.9,64.88,,,,,,,,,,,
3,65.66,,,,,,,,,,,
3.1,66.54,,,,,,,,,,,
3.2,67.33,,,,,,,,,,,
3.3,67.97,,,,,,,,,,,
3.4,68.58,,,,,,,,,,,
3.5,69.13,,,,,,,,,,,
3.6,69.65,,,,,,,,,,,
3.7,70.17,,,,,,,,,,,
3.8,70.72,,,,,,,,,,,
3.9,71.22,,,,,,,,,,,
4,71.91,,,,,,,,,,,
4.1,72.57,,,,,,,,,,,
4.2,73.31,,,,,,,,,,,
4.3,73.98,,,,,,,,,,,
4.4,74.68,,,,,,,,,,,
4.5,75.39,,,,,,,,,,,
4.6,76.24,,,,,,,,,,,
4.7,76.96,,,,,,,,,,,
4.8,77.59,,,,,,,,,,,
4.9,78.34,,,,,,,,,,,
5,79.06,,,,,,,,,,,
5.1,79.87,,,,,,,,,,,
5.2,80.61,,,,,,,,,,,
5.3,81.35,,,,,,,,,,,
5.4,82.05,,,,,,,,,,,
5.5,82.66,,,,,,,,,,,
5.6,83.39,,,,,,,,,,,
5.7,84.29,,,,,,,,,,,
5.8,85.09,,,,,,,,,,,
5.9,85.88,,,,,,,,,,,
6,86.66,,,,,,,,,,,
6.1,87.32,,,,,,,,,,,
6.2,87.96,,,,,,,,,,,
6.3,88.59,,,,,,,,,,,
6.4,89.28,,,,,,,,,,,
6.5,89.92,,,,,,,,,,,
6.6,90.42,,,,,,,,,,,
6.7,91.04,,,,,,,,,,,
6.8,91.53,,,,,,,,,,,
6.9,92.09,,,,,,,,,,,
7,92.59,,,,,,,,,,,
7.1,93.06,,,,,,,,,,,
7.2,93.57,,,,,,,,,,,
7.3,94.08,,,,,,,,,,,
7.4,94.45,,,,,,,,,,,
7.5,94.74,,,,,,,,,,,
7.6,95.05,,,,,,,,,,,
7.7,95.37,,,,,,,,,,,
7.8,95.71,,,,,,,,,,,
7.9,95.97,,,,,,,,,,,
8,96.23,,,,,,,,,,,
8.1,96.42,,,,,,,,,,,
8.2,96.56,,,,,,,,,,,
8.3,96.78,,,,,,,,,,,
8.4,96.92,,,,,,,,,,,
8.5,97.03,,,,,,,,,,,
8.6,97.14,,,,,,,,,,,
8.7,97.23,,,,,,,,,,,
8.8,97.32,,,,,,,,,,,
8.9,97.42,,,,,,,,,,,
9,97.57,,,,,,,,,,,
9.1,97.63,,,,,,,,,,,
9.2,97.7,,,,,,,,,,,
9.3,97.79,,,,,,,,,,,
9.4,97.86,,,,,,,,,,,
9.5,97.94,,,,,,,,,,,
9.6,98.01,,,,,,,,,,,
9.7,98.07,,,,,,,,,,,
9.8,98.09,,,,,,,,,,,
9.9,98.13,,,,,,,,,,,
10,98.33,,,,,,,,,,,
11,98.53,,,,,,,,,,,
12,98.71,,,,,,,,,,,
13,98.85,,,,,,,,,,,
14,98.94,,,,,,,,,,,
15,99.03,,,,,,,,,,,
16,99.12,,,,,,,,,,,
17,99.22,,,,,,,,,,,
18,99.26,,,,,,,,,,,
19,99.29,,,,,,,,,,,
20,99.32,,,,,,,,,,,
21,99.34,,,,,,,,,,,
22,99.35,,,,,,,,,,,
23,99.37,,,,,,,,,,,
24,99.42,,,,,,,,,,,
25,99.43,,,,,,,,,,,
26,99.46,,,,,,,,,,,
27,99.48,,,,,,,,,,,
28,99.51,,,,,,,,,,,
29,99.55,,,,,,,,,,,
30,99.56,,,,,,,,,,,
31,99.58,,,,,,,,,,,
32,99.59,,,,,,,,,,,
33,99.6,,,,,,,,,,,
34,99.61,,,,,,,,,,,
35,99.62,,,,,,,,,,,
36,99.64,,,,,,,,,,,
38,99.65,,,,,,,,,,,
39,99.67,,,,,,,,,,,
40,99.68,,,,,,,,,,,
44,99.7,,,,,,,,,,,
45,99.72,,,,,,,,,,,
46,99.73,,,,,,,,,,,
48,99.74,,,,,,,,,,,
49,99.74,,,,,,,,,,,
53,99.76,,,,,,,,,,,
56,99.77,,,,,,,,,,,
58,99.78,,,,,,,,,,,
59,99.79,,,,,,,,,,,
62,99.81,,,,,,,,,,,
64,99.82,,,,,,,,,,,
66,99.83,,,,,,,,,,,
67,99.84,,,,,,,,,,,
68,99.85,,,,,,,,,,,
71,99.85,,,,,,,,,,,
72,99.86,,,,,,,,,,,
73,99.89,,,,,,,,,,,
74,99.9,,,,,,,,,,,
78,99.91,,,,,,,,,,,
80,99.92,,,,,,,,,,,
81,99.93,,,,,,,,,,,
83,99.94,,,,,,,,,,,
91,99.95,,,,,,,,,,,
93,99.96,,,,,,,,,,,
110,99.97,,,,,,,,,,,
120,99.98,,,,,,,,,,,
130,99.99,,,,,,,,,,,
190,100,,,,,,,,,,,
,,,,,,,,,,,,
Full-Test WAIT Latency,,,,,,,,,,,,
Latency (<= msec),Percent,,,,,,,,,,,
